Entry_Number,Description,Category,Weight_g,Location,Page
Entry-417-955,"5 bag containing suspected cannabis ?'""' '-'"" q,:x",Flower,,,417
Entry-417-956,"statedinessentiallythesameconditionaswhenreœived,exceptthatmaterialorportionconsumedintheanalysisattheForensicSciencesOMsion.",Ambiguous,,,417
Entry-419-957,? No Type(s)ofCDS? Marijuana O Female,Flower,,,419
Entry-421-958,!! No Type(s)orCDS? Marijuana OFemale,Flower,,,421
Entry-423-959,"Distribution,PossessionwithIntentto Distribute, andPossessionof a ControlledDangerous Substances",Preroll,,,423
Entry-423-960,"Controlled Dangerous Substances, including narcotics, hallucinogens, and other dangerous drugs are",Preroll,,,423
Entry-424-961,"operation of controlled dangerous substances violations, found in or upon said premises and",Preroll,,,424
Entry-424-962,"person(s) in close proximity to contraband, controlled dangerous substances or controlled",Preroll,,,424
Entry-424-963,controlleddangeroussubstance violationsand answeringmachineandansweringmachinetapes;,Preroll,,,424
Entry-424-964,fromviolationsofthe controlleddangerous substanceslaws;,Preroll,,,424
Entry-426-969,"$30,382.50. Totals forthe THC products were as follows:",Unknown,,,426
Entry-426-970,• 2066.5 grams ofPre-rolled/flowercannabis,Flower,2066.5,,426
Entry-426-971,• 861.37 grams ofedible THC products,Edible,861.37,,426
Entry-426-972,• 44 grams of waxTHC products,Concentrate,44.0,,426
Entry-426-974,• 50.76 grams ofeditbale THC products,Unknown,50.76,,426
Entry-426-975,• 3294.75 grams offlowercannabis,Flower,3294.75,,426
S1211,9 VariousCannabis Products Shelfbehind counter S1211 Det. Smith,Flower,,,426
S645,16 THC Products Case#5 S645 Det.Smith,Unknown,,,426
l05,• l05.2 grams ofcartridges containing THC,Cartridge,2.0,,426
s-THC,5 Case#3 Items-THC ln case 3 S1230/S1211 Det. Smith,Unknown,,,426
Entry-429-976,NameUnknown : D Juvenile: D,Ambiguous,,,429
Entry-429-977,NameUnknown : D Juvenile: D,Ambiguous,,,429
Entry-430-978,"Brand: PRE ROLLED Disposition : HELD, EVIDENCE",Preroll,,,430
Entry-430-979,Model: CANNABIS NCICWeaponType:,Flower,,,430
Entry-431-980,"Brand: THCGUMMIES Disposition : HELD, EVIDENCE",Edible,,,431
Entry-431-981,Model: GUMMIES NCICWeaponType:,Edible,,,431
Entry-431-982,"Brand: WAX TYPE Disposition : HELD, EVIDENCE",Concentrate,,,431
Entry-431-983,Model: THC NCICWeaponType :,Unknown,,,431
Entry-431-984,Model: CANNABIS NCICWeaponType:,Flower,,,431
Entry-432-985,"Brand: LOOSEAND PRE ROLLED Disposition : HELD, EVIDENCE",Preroll,,,432
Entry-432-986,Model: CANNABIS NCICWeaponType:,Flower,,,432
Entry-432-987,"Brand: CANNABIS Disposition : HELD, EVIDENCE",Flower,,,432
Entry-432-988,"Brand: WAXTYPE Disposition : HELD, EVIDENCE",Concentrate,,,432
Entry-432-989,Model: THC NCICWeaponType:,Unknown,,,432
Entry-433-990,"Brand: CARTRIDGES CONT Disposition : HELD, EVIDENCE",Cartridge,,,433
Entry-433-991,Model: THC NCICWeaponType:,Unknown,,,433
Entry-433-992,"Brand: VARIOUSCANNABIS Disposition : HELD, EVIDENCE",Flower,,,433
Entry-433-993,Model: CANNABIS NCICWeaponType :,Flower,,,433
Entry-433-994,"Brand: VARIOUSCARTRIDGES Disposition : HELD, EVIDENCE",Cartridge,,,433
Entry-433-995,Model: THC NCICWeaponType:,Unknown,,,433
Entry-440-1000,"Cannabis (>1% delta-9-THC) I 1, 2, 3",Flower,,,440
Entry-440-1001,"""PolkaDot"" foil pack containing greenish gummles 28.6185 g +/-0.0012g",Concentrate,6185.0,,440
Entry-440-1002,"""Road Trip"" Mushroom gummies foll pack containing dark green gummies 26.3612 g +/-0.0012 g",Edible,3612.0,,440
Entry-440-1003,"delta-8-tetrahydrocannabinol (delta-8-THC) NS 2, 3",Unknown,,,440
Entry-440-1004,green plant material 6.2149 g +/-0.0012 g,Flower,2149.0,,440
Entry-440-1005,"Cannabis (>1% delta-9-THC) I 1, 2, 3",Flower,,,440
Entry-440-1006,"Non-statistical sampling plan used unless otherwise indicated. If statistical sampling plan is used, it will be with 95% confidence level that 90% of the samples are Positive. Net weights are",Unknown,,,440
Entry-440-1007,hereby certify that: 1) The above analyzed material was analyzed by me under procedures approved by the Maryland Department of Health; 2) I am certified by the Maryland Department of Health as an indi,Ambiguous,,,440
Entry-440-1008,ualified under standards approved by that Department to analyze controlled dangerous substances; 3) the substances found in the above described containers are the particular controlled substances list,Preroll,,,440
Entry-440-996,Controlled Dangerous Substance Analysis Report,Preroll,,,440
Entry-440-997,"experience as well as validated and accepted scientific procedures. Unless contracted otherwise, all POSITIVE material will be retained for one year from the date of this",Ambiguous,,,440
Entry-440-998,report. All NEGATIVE material will be retained for six months from the date of this report.,Ambiguous,,,440
Entry-440-999,3 pre-rolled cigarettes containing green plant material 2.9197 g +/-0.0012 g,Flower,9197.0,,440
Entry-441-1009,Controlled Dangerous Substance Analysis Report,Preroll,,,441
Entry-441-1010,"experience as well as validated and accepted scientific procedures. Unless contracted otherwise, all POSITIVE material will be retained for one year from the date of this",Ambiguous,,,441
Entry-441-1011,report. All NEGATIVE material will be retained for six months from the date of this report.,Ambiguous,,,441
Entry-445-1013,"On March 18th, 2025, Detective Armigercoordinatedan undercoverbuy ofCannabisfromAll Convenience",Flower,,,445
Entry-445-1014,"lot. Atapproximately 1601 hours, Det. Testerman enteredthe store, where he purchased 14gramsofCannabis",Flower,,,445
Entry-445-1015,purchased Cannabis.,Flower,,,445
Entry-445-1016,"Det. Armigerthen tooktheSuspected Cannabis back to the Harford County DrugTask Force Office,",Flower,,,445
MD 21921,"Supplement 17.5Grams Cannabis 243South BridgeSt., Elkton, MD 21921",Flower,17.5,,445
Entry-446-1018,J-.m Qty Supavisor DesignatesuspectedCDStypeandpackaging. Estimated,Ambiguous,,,446
Entry-446-1019,Curevana THC-A Flower,Flower,,,446
Entry-446-1020,Just Dancing Cannabîs Flower,Flower,,,446
Entry-447-1021,Controlled Dan erous Substances CDS,Preroll,,,447
Entry-448-1022,CheckforCDS:0CDSPossessionE]CDS PWIDO Unknown 03/18/25 Harford [:],Ambiguous,,,448
Entry-448-1023,Suspect O Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,448
Entry-448-1024,Victim O Unknown DOB:,Ambiguous,,,448
Entry-448-1026,"statedinessentiallythesameconditionaswhenreceived,exœptthatmaterialorportionconsumedlntheanalysisattheForensicSciencesDivision,",Ambiguous,,,448
Entry-449-1028,"Cannabisthatwas purchased from ConvenienceCity, onTuesday, March 18th, 2025, testedforTetrahydrocannabinol",Flower,,,449
Entry-449-1029,(THC)content.,Unknown,,,449
of18,"LightLab3 CannabisAnalyzer. Asa result ofthetest, the purchased Cannabistestedat atot.a HC evel of18.5%THC,",Flower,,,449
Entry-450-1031,Sample 10: 25-44777 CONV CITY,Unknown,,,450
Entry-451-1033,tf;:> Total THC: 18.5%,Unknown,,,451
Entry-451-1034,THC-A: 12.6%,Flower,,,451
Entry-451-1035,A9-THC: 74%,Unknown,,,451
Entry-451-1036,•AS-THC*:,Unknown,,,451
O 51,O 51 102 153204 255306357408459510,Cartridge,,,451
Entry-452-1037,THC:CBD Ratio,Unknown,,,452
Entry-452-1038,High THC Sample,Unknown,,,452
Entry-452-1040,Total THC: 18 5%,Unknown,,,452
O 51,O 51 102153204255306357408459510,Cartridge,,,452
Entry-453-1041,THC:CBD Ratio,Unknown,,,453
Entry-454-1043,"On May 2l5t, 2025, Detective Armiger coordinated an undercover buy of Cannabis from Convenience City",Flower,,,454
Entry-454-1044,"containing three pre-rolled cannabiscigarettes, two ""ZOUR STASH"" pre-rolled cannabiscigarettes, and one",Flower,,,454
Entry-454-1045,"""MUFFINS"" pre-rolled cannabis cigarette. Detective Phippsthen exited the store and leftthe area.",Flower,,and leftthe area,454
Entry-454-1046,"Det. Phipps then tookthe Suspected Cannabis backtothe Harford County DrugTask Force Office,where",Flower,,,454
MD 21921,"Supplement/6 Pre-Rolled CannabisCigarettes 243 South Bridge St., Elkton, MD 21921",Flower,,,454
EV-25,"2 Two ""ZourStash"" Pre-RolledCigarettes Containing Suspected Cannabis EV-25-2447",Flower,,,455
EV-25,"3 One ""Muffins"" Pre-Rolled Cannabis CigaretteContainingSuspected Cannabis EV-25-2448",Flower,,,455
Entry-455-1047,CheckforCOS: 0CDS Possession E] CDSPWIDOUnknown 05/21/25 Harford G,Ambiguous,,,455
Entry-455-1048,Suspect O Juvenile O Unknown DOB: FBI#: SID#:,Ambiguous,,,455
Entry-455-1049,Victim O Unknown DOB:,Ambiguous,,,455
Entry-455-1050,"1 One""STIIZY""JarContainingThreePre-Rolled CigarettesContainingSuspected CannabisEV-25-2446",Flower,,,455
Entry-455-1053,"statedlnessentiallythesameconditionaswhenreceived,exceptthatmaterialorportionconsumedintheanalysisattheForensicSciencesDivision.",Ambiguous,,,455
Entry-456-1054,"grams), Psilocybin Chocolate Edible, Psilocybin L\ ft.",Edible,,,456
Entry-456-1055,gumrnies and Fizzy Peach Infused Delta-9-TlIC,Edible,,,456
Entry-456-1057,"Harford and Cecil County, Maryland selling unregulated cannabis. Further investigation was requested resulting",Flower,,,456
Entry-456-1058,in Detective Armigerofthe Harford County Sheriff's Office DrugTask Force to begin a controlled dangerous,Preroll,,,456
Entry-456-1059,substance (hereinafter CDS). Through investigation it was learned these businesses were owned by the same,Ambiguous,,,456
Entry-456-1060,purchasingcannabis and psylocibin (shrooms) from the business. DetectiveTesterman was working in an,Flower,,,456
Entry-456-1061,"AssistingDetective Testerman with this controlled purchase was Sergent Sives, who remained in the covert",Preroll,,,456
I39,drink - $I39.00 ?OM? \? - C . ; • ?? 0\ (L,Edible,,,456
Entry-457-1062,"Detective Testerman inquiredwithUM#1 ifthey currently badany ""looseflower"", common terminology utilized",Flower,,,457
Entry-457-1063,"forcannabisnotpre-packaged. UM #1 gestured DetectiveTestermanto a glassdisplay case, whichcontained",Flower,,,457
Entry-457-1065,"graphicdesigns/cartoons. DetectiveTesterman also inquiredwithUM #1 ifthey had any ""Polkadot"" (branding",Cartridge,,,457
Entry-457-1066,"name foredible chocolatebarscontaining psilocybin), to which heagain gestured him to a glass display case",Edible,,,457
Entry-457-1068,"Detective Testerman hehad something ""stronger"" than ""Polkadot""referringto thepotency ofthe edible.",Edible,,,457
Entry-457-1069,"continued overthetwo (2) products. Detective Testermanselected one (1) ofthe""Poladot""psilocybinchocolate",Edible,,,457
Entry-457-1070,"barsand one (1)ofthe ""Polaroid X Devour"" psilocybin gummies.",Edible,,,457
Entry-457-1071,"preparing to checkout, UM #1 told Detective Testermanhealso had aTHC (Tetrahydrocannabinol) drink.",Edible,,,457
Entry-457-1072,"Detective Testerman requested UM#1 to showhim the THC drink,to which heobliged this request. Detective",Edible,,,457
Entry-457-1073,"Delta-9-THC. Detective Testerman knowsDelta-9-THC islegal in the State ofMaryland, however similar",Unknown,,,457
Entry-457-1074,DetectiveTesterman determined hewould also purchase the drink in conjunctionwiththe other,Edible,,,457
Entry-457-1076,"store andreturned to the covertvehicle leaving the area. Detective Testerman transportedthe suspected cannabis,",Flower,,andreturned to the covertvehic,457
s,various cannabisrelated items alreadypackedinto eighths(3.5 grams). It should be noted thatDetective,Flower,3.5,,457
sand,containingvariouscannabisitemsand suspectedpsilocybin (shrooms) edible chocolate bars. UM #1 informed,Flower,,msand suspectedpsilocybin,457
swere,"ediblechocolate bar ofpsilocybin (sbrooms), mushroomgummies and THC drink. These itemswere placed",Edible,,,457
Entry-458-1077,"psilocybin (shrooms)edibles ano 1 'HC drinkto asecurelocation. Uponan.val atthe securelocation, Detective",Edible,,,458
Entry-458-1078,Testerman beganprocessingthe suspectedCDS.,Ambiguous,,,458
Entry-458-1079,gummies andpsylocibin chocolate was recorded onanMSP Form#67 and submitted to the CDS Vault to be sent,Edible,,,458
Entry-458-1080,"out foranalysis. The Fizzy Peach Bliss Infused Seltzer Drink, and the black shoppingbag was placedonproperty",Edible,,,458
Entry-459-1081,CDS Property Sheetwith Fizzy PeachBlissInfused Seltzer Drink,Edible,,,459
Entry-460-1082,Check forCDS: ? COS Possession El CDS PWIDO Unknown 05/29/25 Harford G,Ambiguous,,,460
Entry-460-1083,Suspect O Juvenile 0 Unknown DOB: FBI#: SID#:,Ambiguous,,,460
Entry-460-1084,Victim O Unknown DOB:,Ambiguous,,,460
Entry-460-1085,"leafy substance of suspected Cannabis, a schedule I contr.olled dangerous substance.",Flower,,,460
Entry-460-1086,"leafysubstance ofsuspected Cannabis, a schedule I controlled dangerous substance.",Flower,,,460
Entry-460-1087,"containing suspected Psilocybin, a schedule I controlled dangerous substance.",Preroll,,,460
Entry-460-1088,"containing 4 grams of suspected Psilocybin, a schedule I controlled dangerous",Preroll,4.0,,460
Entry-460-1089,"substance. d'S""g?",Ambiguous,,,460
Entry-460-1090,"statedinessentiallythesameconditionaswhenreceived,exceptthatmaterialorportionconsumedinlheanalysisattl1eForensicSciencesDivision.",Ambiguous,,,460
Entry-460-1091,1. Unknown - 05/29/25 0953 13.,Ambiguous,,,460
Al60,Unknown Armiaer Al60,Ambiguous,,,461
Entry-461-1092,Controlled Danserous Substances CDS,Preroll,,,461
Entry-461-1094,"hem Qr, Suptrvisor Des1il'a!esuspectedCOStypeandp,ckag,ng Esnmated",Ambiguous,,,461
Entry-461-1095,One(I) FizzyBlissInfused Seltzer30mgDelta-9,Edible,,,461
Entry-462-1096,Controlled Dangerous Substances CDS,Preroll,,,462
Entry-462-1097,l I Unknown 16,Ambiguous,,,462
Entry-463-1098,Unknown,Ambiguous,,,463
Entry-464-1099,t I unknown 16,Ambiguous,,,464
Entry-465-1100,Bribery ChildAbuse(First/Second Degree) DealinginControlledDangerousSubstances(including,Preroll,,,465
Entry-466-1101,Supplement /UCBuy3.Sgrams ofCannabis,Flower,,,466
Entry-466-1102,undercovercapacity wherehewas taskedwith conducting anundercoverpurchase ofcannabisfrom an,Flower,,,466
Entry-466-1103,"commonly used for cigarillo) and flower(a slang termcommonlyusedfor Cannabis),"". The clerkretrieved apack",Flower,,,466
Entry-466-1104,ofcannabisfrom behind the counter. Thisbagwasasealed zip lock designer style bag withamulti-colored,Flower,,,466
Entry-466-1105,"geometricshapes, containing approximately 3.5 grams ofCannabis. Detective Scroggins paid forthecigarillo's",Flower,3.5,,466
Entry-466-1106,andthe 3.5 grams ofcannabis.,Flower,3.5,,466
Entry-467-1107,"Afterthesale, Detective Scroggins returned to his covertvehicleana eventually transportedthe Cannabis",Flower,,,467
Entry-468-1108,e on t roIl e dD ani?erous s u b s t anees CDS,Concentrate,,,468
Entry-469-1109,Controlled Dan erous Substances CDS,Preroll,,,469
Entry-472-1110,"Harford and Cecil County, Maryland sellingunregulatedcannabis. Furtherinvestigationwas requestedresulting",Flower,,,472
Entry-472-1111,in DetectiveArmiger ofthe HarfordCounty Sheriffs Office DrugTask Forceto begin acontrolled dangerous,Preroll,,,472
Entry-472-1112,substance (hereinafter CDS). Through investigation it waslearned these businesses,Ambiguous,,,472
Entry-473-1113,Cannabis Joints/ On County Sandruck Testerman,Flower,,,473
H7732,TetrahydrocannabinolCarts H7732,Cartridge,,,473
Entry-474-1115,"5 Misc. THC/Psilocybh, Counter Masre»Trooper Detective",Unknown,,,474
Entry-474-1119,9 BulkCannabis Closet - Behind Detective Detective,Flower,,,474
Entry-474-1120,11 Misc. THC/Psilocybin Display Wall - Master Trooper Detective,Unknown,,,474
Entry-474-1121,(Mushrooms) Gummies Behind Counter Dowling #5632/ Testerman,Edible,,,474
s,6 Misc. THC Items Counter Trooper First Detective,Unknown,,,474
s,7 Misc. THC Items Counter Detective Detective,Unknown,,,474
s,8 Misc. THC Items Cabinet Corporal Detective,Unknown,,,474
Entry-475-1122,13 Misc.THC/Psilocybin Closet Behind CorporalSutton Detective,Unknown,,,475
Entry-475-1123,(Mushrooms) Bars/Pre-Rolled Counter #0472 CCDTF Testerman,Preroll,,,475
Entry-475-1124,CannabisJoints,Flower,,,475
Entry-475-1125,14 Misc. THC Hall Closet / Detective Detective,Unknown,,,475
Entry-475-1126,organization (DTO) involved inthe distributionoflargequantities ofhigh-grade Cannabis/Psilocybin.,Flower,,,475
Entry-475-1127,"begunthis investigation, hehas utilized undercoverofficers to conductcontrolled purchases ofCannabis /",Flower,,,475
Entry-475-1128,"purchased Cannabis in various formsto include pre-rolledjoints, loose cannabisflower, pre-packaged eighths",Flower,,,475
Entry-475-1129,"(3.5 grams)Icontainers, THC vapecartridges etc. UndercoverOfficers also purchased Psilocybin (mushrooms)in",Cartridge,3.5,,475
Entry-475-1130,"various forms to include edible Belgian chocolate bars andgummies. During theseencounters, undercover",Edible,,,475
at 1215,"assistancefrom the Alcohol Tobacco and Cannabis Commission (hereinafter ATCC), located at 1215 EastFort",Flower,,,475
Entry-476-1132,"Avenue Suite 300, Baltimore, Mary.and, 21230 in reference to conducting aueld test ofthe suspected cannabis",Flower,,,476
Entry-476-1133,THC. The total level ofTHCpurchasedfromthese locations was found to be higherthan the limitpermitted by,Unknown,,s was found to be higherthan t,476
Entry-476-1135,"hasfound throughvarious investigations into similarestablishments, thatwhencannabis is orderedin bulk/ it is",Flower,,,476
Entry-476-1136,ofcannabis.,Flower,,,476
Entry-476-1137,"Additionally, drugdistributorsespecially thoseinvolved in thedistribution oflarge quantities ofcannabis",Flower,,,476
Entry-476-1138,will repackage cannabis in these style bags to allowtheirproduct to takeonits own unique identityand give the,Flower,,,476
s,"Duringthe search warrant, investigators foundvarious items ofevidentiary valueto includebulkcannabis",Flower,,,476
Entry-477-1139,"""DisplayCasewith Cannabis* *DisplayCase withTHC CartsIPsílocybin* *Wall DisplayPsilocybinGummies*",Flower,,,477
Entry-477-1140,"investigators learnedthey obtained their Cannabis, THC andpsylocibin",Flower,,,477
Entry-477-1141,"HempDistributor, Demand Vape and Cookies. Another subject",Cartridge,,,477
Entry-477-1142,"described byMEHMOOD was a subjectknown as the""Flower Guy"", a",Flower,,,477
Entry-477-1143,"distributor from Pennsylvania. The ""FlowerGuy"" would deliver directly",Flower,,,477
Entry-477-1144,"to thestore with cannabis packagedin the large, heat-sealed bags. Once",Flower,,with cannabis packagedin the l,477
Entry-478-1145,"cannabisfor$119.00. The owner e,,. che business was identified as the Rahm ,·amily. The owner/softhe location",Flower,,,478
Entry-478-1146,the THC percentages as being within range. RANA had onlymetthe ownerofthe businessone time since being,Unknown,,,478
Entry-478-1147,employed. RANA confirmed the storehad only recently begunselling ounces ofcannabis for$119.00 about 3,Flower,,had only recently begunselling,478
Entry-478-1148,Misc. THC Carts,Cartridge,,,478
Entry-478-1149,Psylocibin (Shrooms) Edibles/Gummies,Edible,,,478
Entry-478-1150,DABS,Concentrate,,,478
Entry-478-1151,Pre-Rolled MarijuanaJoint,Flower,,,478
Entry-478-1152,Pre-Packaged Marijuana,Flower,,,478
Entry-479-1153,THC Edibles/Gummies,Edible,,,479
Entry-479-1154,Sampleswere takenfrom eachrespectiveportionofseized CDS. ThesamplesofCDS were recorded on,Unknown,,,479
EV-25,"3 bag containing three samples of THC Dabs EV-25- 307:?:,",Concentrate,,,486
Entry-486-1155,CheckforCDS: 0 CDS Possession 0 CDS PWIDO Unknown 05/29/2025 Harford G,Ambiguous,,,486
Entry-486-1156,Suspect O Juvenile O Unknown DOB: 06/12/1959 FBI#: · SID#:,Ambiguous,,,486
Entry-486-1157,Victim O Unknown DOB:,Ambiguous,,,486
Entry-486-1159,2 bag containing threesamples ofsuspected Psylocibin (Shrooms) Edibles/GummiesfV•l.5 .. )0J.,Edible,,,486
Entry-486-1162,5 bag containing three samples of Pre-Packaged Cannabis EV?7_<; ß07S,Flower,,,486
Entry-486-1163,6 bag containing three samples of Loose Cannabis ç:v.- ?Pi'- ?n 7/o,Flower,,,486
Entry-486-1164,"7 bag containing three samples THC Edibles/ Gummies r;.v,J2. t:;,.,?7,,()77",Edible,,,486
Entry-486-1165,"statedinessentiallythesameconditionaswhenreceved,exceptthatmaterialorportionconsumedintheanalystsatmeForensicSciencesDivrsion,",Ambiguous,,,486
fV 25,4 bag containing three samples of Cannabis Joints fV 25- ?n71.J,Flower,,,486
w11,1 bag containing three samples ofsuspected THC CartridgesEv42s?w11,Cartridge,,,486
Qty,Item Qty Supcmsor DesignatesuspectedCDStypeandpackaging. Estimated,Ambiguous,,,488
Entry-490-1167,!! No Type(s)ofCDS?Marijuana 0 Female A,Flower,,,490
Entry-492-1168,? No Type(s)oíCDS? Marijuana OFemale,Flower,,,492
Entry-494-1169,iii No 'fype(s)orCDS? Marijuana OFemale,Flower,,,494
Entry-496-1170,"Distribution,PossessionwithIntenttoDistribute, andPossessionof aControlled Dangerous Substances",Preroll,,,496
Entry-496-1171,"Controlled Dangerous Substances, including narcotics, hallucinogens, and other dangerous drugs arc",Preroll,,,496
Entry-497-1172,"operation of controlled dangerous substances violations, found in or upon said premises and",Preroll,,,497
Entry-497-1173,"person(s) in close proximity to contraband, controlled dangerous substances or controlled",Preroll,,,497
Entry-497-1174,controlled dangeroussubstance violations and answeringmachineandansweringmachinetapes;,Preroll,,,497
Entry-497-1175,from violations ofthecontrolleddangeroussubstanceslaws;,Preroll,,,497
Entry-498-1176,"Harford and Cecil County, Maryland sellingunregulated cannabis. Further investigation was requested resulting",Flower,,,498
Entry-498-1177,inDetectiveArmiger ofthe Harford County Sheriff's Office Drug TaskForce to beginacontrolled dangerous,Preroll,,,498
Entry-498-1178,substance (hereinafter CDS). Through investigation it was learnedthese businesses wereowned by the same,Ambiguous,,,498
Entry-499-1179,Cannabis Joints / On County Sandruck Testerman,Flower,,,499
Entry-500-1184,9 BulkCannabis Closet Behind Detective Detective,Flower,,,500
Entry-500-1185,(Mushrooms) Gummies Behind Counter Dowling #5632 / Testerman,Edible,,,500
s,6 Misc. THC Items Counter TrooperFirst Detective,Unknown,,,500
Entry-501-1186,13 Misc. THC/Psilocybin Closet - Behind Corporal Sutton Detective,Unknown,,,501
Entry-501-1187,(Mushrooms) Bars/Pre-Rolled Counter #0472 CCDTF Testerman,Preroll,,,501
Entry-501-1188,Cannabis Joints,Flower,,,501
Entry-501-1189,14 Misc. THC Hall Closet/ Detective Detective,Unknown,,,501
Entry-501-1190,organization (DTO) involved inthedistributionoflarge quantitiesofhigh-grade Cannabis/Psilocybin.,Flower,,,501
Entry-501-1191,Detective Testerman furtherknowsthat the State ofMaryland is atotal THC state. Since Detective Armigerhas,Unknown,,,501
Entry-501-1192,"begunthis investigation, hehas utilizedundercover officers to conduct controlled purchases ofCannabis/",Flower,,,501
Entry-501-1193,"purchased Cannabis invarious forms to includepre-rolledjoints, loose cannabis flower, pre-packaged eighths",Flower,,,501
Entry-501-1194,"(3.5 grams)/containers, THC vape cartridges etc. UndercoverOfficers also purchasedPsilocybin (mushrooms) in",Cartridge,3.5,,501
Entry-501-1195,"various formsto include edibleBelgian chocolate bars and gummies. During these encounters, undercover",Edible,,,501
at 1215,"assistance fromthe Alcohol Tobacco and Cannabis Commission (hereinafterATCC), located at 1215 EastFort",Flower,,,501
Entry-502-1197,"Avenue Suite 300, Baltimore, Maryland, 21230 inreference to conducting afieldtestofthe suspected cannabis",Flower,,,502
Entry-502-1198,THC. Thetotal level ofTHC purchased fromthese locations was found to be higherthan the limitpermitted by,Unknown,,s was found to be higherthan t,502
Entry-502-1200,"has foundthrough various investigations into similarestablishments, thatwhen cannabis is ordered in bulk/it is",Flower,,,502
Entry-502-1201,ofcannabis.,Flower,,,502
Entry-502-1202,"Additionally, drug distributors especially those involved inthedistribution oflarge quantitiesofcannabis",Flower,,,502
Entry-502-1203,will repackage cannabisin these style bagsto allowtheirproduct to take on its own unique identity and give the,Flower,,,502
s,"During the search warrant, investigators found various items ofevidentiary valueto include bulkcannabis",Flower,,,502
Entry-503-1204,*Display Casewith Cannabis* *Display CasewithTHC Carts/Psilocybin* *Wall Display Psilocybin Gummies*,Flower,,,503
Entry-503-1205,"investigators learned they obtained theirCannabis, THC and psylocibin",Flower,,,503
Entry-503-1206,"HempDistributor, Demand Vape and Cookies. Another subject",Cartridge,,,503
Entry-503-1207,"described by MEHMOOD was asubject known as the ""FlowerGuy"", a",Flower,,,503
Entry-503-1208,"distributorfrom Pennsylvania. The ""Flower Guy"" would deliverdirectly",Flower,,,503
Entry-503-1209,"to the store with cannabis packaged inthe large, heat-sealed bags. Once",Flower,,with cannabis packaged inthe l,503
Entry-504-1210,cannabis for $119.00. The ownerofthe business was identifiedasthe BaharFamily. Theown.eris ofthe location,Flower,,,504
Entry-504-1211,employed. RANA confirmedthe store had only recently begun selling ounces ofcannabis for$119.00 about3,Flower,,had only recently begun sellin,504
Entry-504-1212,Misc. THC Carts,Cartridge,,,504
Entry-504-1213,Psylocibin {Shrooms) Edibles /Gummies,Edible,,,504
Entry-504-1214,DABS,Concentrate,,,504
Entry-504-1215,Pre-Rolled MariiuanaJoint,Preroll,,,504
Entry-505-1216,THC Edibles/ Gummies,Edible,,,505
Entry-506-1218,MarijuanaCigarettes.,Flower,,,506
Entry-506-1219,"On April3rd, 2025, DetectiveArmigercoordinated an undercoverbuyofCannabis fromSmokeCity utilizing",Flower,,,506
Entry-506-1220,"approximately 1141 hours, Det. Phipps entered thestore, where he purchased 3.5 grams ofCannabis Flower",Flower,3.5,,506
Entry-506-1221,"location, where Det. Phipps met with Det. Armiger, who tookcustodyofthe purchased Cannabis.",Flower,,,506
Entry-506-1222,"Det. Armigerthen tooktheSuspected Cannabis backtothe Harford County DrugTask Force Office,",Flower,,,506
MD21014,"Supplement 3.5 Grams Cannabis& 2Pre-rolled 804Conowingo Rd., BelAir, MD21014",Flower,3.5,,506
at 1215,"transportthe suspected Cannabisto the Alcohol,Tobacco, and Cannabis Commission, located at 1215 E. Fort",Flower,,,506
Entry-507-1224,Curevana THC-A FlowerWhite Runtz,Flower,,,507
Entry-507-1225,Pre-Rolled Suspected Cannabis Cigarette,Flower,,,507
Entry-508-1226,Controlled Dan Substances CDS,Preroll,,,508
EV-25,2 Two Pre-Rolled Cigarettes Containing Suspected Cannabis EV-25-1870,Flower,,,509
Entry-509-1227,CheckforCDS: 0 CDSPossession B CDSPWIDO Unknown 04/03/25 Harford G,Ambiguous,,,509
Entry-509-1228,Suspect D Juvenile D Unknown DOB: FBI#: SID#:,Ambiguous,,,509
Entry-509-1229,Victim D Unknown DOB:,Ambiguous,,,509
Entry-509-1231,"statedinessentiallythesamecondltlonaswhenreceived,exceptthatmaterialorportionronsumedintheanalyslsattheForensicSciencesDivision.",Ambiguous,,,509
Entry-510-1233,"Cannabis that waspurchasedfromSmokeCityonThursday,Afí;f 03rd,2025, testedforTetrahydrocannabinol (THC)",Flower,,,510
Entry-510-1234,"LightLab3 CannabisAnalyzer. As a result ofthetest, thepurchasedCannabistestedat ato TH eve! of8.7%THC,",Flower,,,510
Entry-510-1235,510,Cartridge,,,510
Entry-511-1236,Sample ID: 25-00044777,Unknown,,,511
Entry-512-1237,THC:CBD Ratio,Unknown,,,512
Entry-512-1238,High THC Sample,Unknown,,,512
Entry-513-1240,• Total THC: 87%,Unknown,,,513
Entry-513-1241,.THC-A: 86%,Flower,,,513
Entry-513-1242,• A9-THC: 1 2%,Unknown,,,513
Entry-513-1243,• AS-THC*: ND,Unknown,,,513
Entry-514-1245,Cannabis Cigarettes.,Flower,,,514
Entry-514-1246,"On May 14th, 2025, Detective Armiger coordinated an undercover buy of Cannabis from Smoke City",Flower,,,514
Entry-514-1247,"43.94%THCA"". Det. Phippsthen exited thestore. Det. Phippsthen leftthe area ofthestore and drove to a",Flower,,and drove to a,514
Entry-514-1248,Cannabis.,Flower,,,514
Entry-514-1249,"Det. Armigerthen tookthe Suspected Cannabis backtothe Harford County DrugTask Force Office,",Flower,,,514
